Filename,main_th,main_th_sd,main_th_min,main_th_max
F_CYL_OUTR_17_LEN_192_OVERSAMPLE_SKEL,15.79671884,0.379145526,1,15.8113883
F_CYL_OUTR_17_LEN_2_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_17_LEN_22_OVERSAMPLE_SKEL,15.64736071,1.25812041,1,15.8113883
F_CYL_OUTR_17_LEN_32_OVERSAMPLE_SKEL,15.70880155,0.998131042,1,15.8113883
F_CYL_OUTR_17_LEN_42_OVERSAMPLE_SKEL,15.73675676,0.852564646,1,15.8113883
F_CYL_OUTR_17_LEN_52_OVERSAMPLE_SKEL,15.7527389,0.756404214,1,15.8113883
F_CYL_OUTR_17_LEN_62_OVERSAMPLE_SKEL,15.76308329,0.686828628,1,15.8113883
F_CYL_OUTR_17_LEN_72_OVERSAMPLE_SKEL,15.77032576,0.633484749,1,15.8113883
F_CYL_OUTR_17_LEN_82_OVERSAMPLE_SKEL,15.77567964,0.59090679,1,15.8113883
F_CYL_OUTR_17_LEN_92_OVERSAMPLE_SKEL,15.77979844,0.555901091,1,15.8113883
F_CYL_OUTR_18_LEN_102_OVERSAMPLE_SKEL,16.99536078,0.254808809,3,17
F_CYL_OUTR_18_LEN_112_OVERSAMPLE_SKEL,16.99579453,0.242608437,3,17
F_CYL_OUTR_18_LEN_12_OVERSAMPLE_SKEL,10.98999541,0.104451002,9.899494937,11
F_CYL_OUTR_18_LEN_122_OVERSAMPLE_SKEL,16.99615411,0.232007899,3,17
F_CYL_OUTR_18_LEN_132_OVERSAMPLE_SKEL,16.99645704,0.222685573,3,17
F_CYL_OUTR_18_LEN_142_OVERSAMPLE_SKEL,16.99671574,0.214403642,3,17
F_CYL_OUTR_18_LEN_152_OVERSAMPLE_SKEL,16.99693922,0.206981951,3,17
F_CYL_OUTR_18_LEN_162_OVERSAMPLE_SKEL,16.99713423,0.2002812,3,17
F_CYL_OUTR_18_LEN_172_OVERSAMPLE_SKEL,16.99730588,0.194191751,3,17
F_CYL_OUTR_18_LEN_182_OVERSAMPLE_SKEL,16.99745813,0.188625975,3,17
F_CYL_OUTR_18_LEN_192_OVERSAMPLE_SKEL,16.99759409,0.183512874,3,17
F_CYL_OUTR_18_LEN_2_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_18_LEN_22_OVERSAMPLE_SKEL,16.97347229,0.608838442,3,17
F_CYL_OUTR_18_LEN_32_OVERSAMPLE_SKEL,16.98331347,0.483045548,3,17
F_CYL_OUTR_18_LEN_42_OVERSAMPLE_SKEL,16.98782873,0.412613136,3,17
F_CYL_OUTR_18_LEN_52_OVERSAMPLE_SKEL,16.9904208,0.366083367,3,17
F_CYL_OUTR_18_LEN_62_OVERSAMPLE_SKEL,16.99210267,0.33241588,3,17
F_CYL_OUTR_18_LEN_72_OVERSAMPLE_SKEL,16.99328215,0.306601981,3,17
F_CYL_OUTR_18_LEN_82_OVERSAMPLE_SKEL,16.9941551,0.285997301,3,17
F_CYL_OUTR_18_LEN_92_OVERSAMPLE_SKEL,16.99482727,0.269056677,3,17
F_CYL_OUTR_19_LEN_102_OVERSAMPLE_SKEL,18.37184447,0.400790489,1,18.38477631
F_CYL_OUTR_19_LEN_112_OVERSAMPLE_SKEL,18.37306344,0.381452371,1,18.38477631
F_CYL_OUTR_19_LEN_12_OVERSAMPLE_SKEL,10.99326393,0.085835319,9.899494937,11
F_CYL_OUTR_19_LEN_122_OVERSAMPLE_SKEL,18.37407239,0.364667912,1,18.38477631
F_CYL_OUTR_19_LEN_132_OVERSAMPLE_SKEL,18.37492131,0.349920417,1,18.38477631
F_CYL_OUTR_19_LEN_142_OVERSAMPLE_SKEL,18.37564547,0.336828627,1,18.38477631
F_CYL_OUTR_19_LEN_152_OVERSAMPLE_SKEL,18.37627049,0.325104247,1,18.38477631
