Filename,main_th,main_th_sd,main_th_min,main_th_max
H_CYL_OUTR_21_INR_6_LEN_112_OVERSAMPLE_SKEL,6.968155099,0.211065549,1,7
H_CYL_OUTR_21_INR_6_LEN_12_OVERSAMPLE_SKEL,6.982005727,0.268030514,1,7.071067812
H_CYL_OUTR_21_INR_6_LEN_122_OVERSAMPLE_SKEL,6.968379735,0.208771072,1,7
H_CYL_OUTR_21_INR_6_LEN_132_OVERSAMPLE_SKEL,6.968568877,0.206819216,1,7
H_CYL_OUTR_21_INR_6_LEN_142_OVERSAMPLE_SKEL,6.968730321,0.20513836,1,7
H_CYL_OUTR_21_INR_6_LEN_152_OVERSAMPLE_SKEL,6.968869736,0.203675592,1,7
H_CYL_OUTR_21_INR_6_LEN_162_OVERSAMPLE_SKEL,6.968991343,0.202390957,1,7
H_CYL_OUTR_21_INR_6_LEN_172_OVERSAMPLE_SKEL,6.969098349,0.201253721,1,7
H_CYL_OUTR_21_INR_6_LEN_182_OVERSAMPLE_SKEL,6.969193235,0.200239845,1,7
H_CYL_OUTR_21_INR_6_LEN_192_OVERSAMPLE_SKEL,6.96927795,0.199330256,1,7
H_CYL_OUTR_21_INR_6_LEN_2_OVERSAMPLE_SKEL,1,0,1,1
H_CYL_OUTR_21_INR_6_LEN_22_OVERSAMPLE_SKEL,6.953935921,0.324529198,1,7
H_CYL_OUTR_21_INR_6_LEN_32_OVERSAMPLE_SKEL,6.960271905,0.279803768,1,7
H_CYL_OUTR_21_INR_6_LEN_42_OVERSAMPLE_SKEL,6.963143235,0.256933316,1,7
H_CYL_OUTR_21_INR_6_LEN_52_OVERSAMPLE_SKEL,6.964781574,0.24290568,1,7
H_CYL_OUTR_21_INR_6_LEN_62_OVERSAMPLE_SKEL,6.965840739,0.233382583,1,7
H_CYL_OUTR_21_INR_6_LEN_72_OVERSAMPLE_SKEL,6.966581716,0.226479475,1,7
H_CYL_OUTR_21_INR_6_LEN_82_OVERSAMPLE_SKEL,6.967129164,0.221239431,1,7
H_CYL_OUTR_21_INR_6_LEN_92_OVERSAMPLE_SKEL,6.967550144,0.21712297,1,7
H_CYL_OUTR_26_INR_1_LEN_102_OVERSAMPLE_SKEL,10.99136582,0.2643148,1,11
H_CYL_OUTR_26_INR_1_LEN_112_OVERSAMPLE_SKEL,10.99219169,0.251368872,1,11
H_CYL_OUTR_26_INR_1_LEN_12_OVERSAMPLE_SKEL,10.99799232,0.069352279,8.602325267,11
H_CYL_OUTR_26_INR_1_LEN_122_OVERSAMPLE_SKEL,10.99287337,0.240156043,1,11
H_CYL_OUTR_26_INR_1_LEN_132_OVERSAMPLE_SKEL,10.99344558,0.230321209,1,11
H_CYL_OUTR_26_INR_1_LEN_142_OVERSAMPLE_SKEL,10.99393273,0.221603435,1,11
H_CYL_OUTR_26_INR_1_LEN_152_OVERSAMPLE_SKEL,10.99435248,0.213806102,1,11
H_CYL_OUTR_26_INR_1_LEN_162_OVERSAMPLE_SKEL,10.9947179,0.206777864,1,11
